"","Name","Role","Tier","Score","Trend","Win %","Role %","Pick %","Ban %","KDA","Patch"
"942","Yasuo","MID","God",86.16,-0.04,49.56,71.44,11.77,24.41,1.74,12.1
"943","Yasuo","TOP","Fair",39.96,-14.89,47.77,16.35,2.53,24.41,1.45,12.1
"944","Yasuo","ADC","Weak",34.41,-3.91,50.52,11.7,1.82,24.41,1.95,12.1
"945","Yone","MID","Strong",74.16,-7.47,48.42,60.52,9.35,27.32,1.84,12.1
"946","Yone","TOP","Strong",71.87,-20.17,47.59,37.77,5.42,27.32,1.58,12.1
"947","Yorick","TOP","Fair",46.07,-0.42,51.3,96.77,2.74,2.26,1.65,12.1
"948","Yuumi","SUPPORT","God",79.72,-2.67,47.77,99.12,10.75,28.68,4.11,12.1
"949","Zac","JUNGLE","Good",57.82,-0.01,51.43,84.9,4.39,2.11,3.61,12.1
"950","Zed","MID","God",90.5,-0.27,50.87,67.21,8.84,41.88,2.31,12.1
"951","Zed","JUNGLE","Good",49.18,-5.06,48.63,29.94,3.34,41.88,2.47,12.1
"952","Ziggs","ADC","Fair",43.63,-0.16,53.51,68.66,2.2,0.6,2.51,12.1
"953","Ziggs","MID","Weak",36.44,-0.6,48.37,24.85,0.86,0.6,2.36,12.1
"954","Zilean","MID","Good",52.2,1.35,54.19,14.12,0.56,1.4,3.46,12.1
"955","Zilean","SUPPORT","Good",49.44,1.68,50.83,81.95,3.38,1.4,3.03,12.1
"956","Zoe","MID","Good",49.77,4.62,49.84,94.18,3.62,1.41,2.58,12.1
"957","Aatrox","TOP","Strong",66.17,-11,48.23,91.94,6.36,5.83,1.88,12.1
"958","Ahri","MID","God",79.46,-0.88,50.7,95.49,10.48,10.29,2.72,12.1
"959","Akali","MID","Good",56.04,-6.6,47.42,65.77,6.03,13.84,2.32,12.1
"960","Akali","TOP","Fair",44.73,-4.9,47.12,33.33,2.93,13.84,2.08,12.1
"961","Akshan","MID","Good",47.55,-4.99,49.5,62.98,3.11,8.64,2.23,12.1
"962","Akshan","TOP","Fair",43.63,-1.19,51.55,29.09,1.49,8.64,2.03,12.1
"963","Alistar","SUPPORT","Fair",42.34,-5.45,47.39,96.61,3.61,0.93,2.36,12.1
"964","Amumu","JUNGLE","Fair",39.49,0.7,48.93,85.98,2.54,1.1,2.51,12.1
"965","Amumu","SUPPORT","Weak",35.21,2.14,48.65,10.34,0.29,1.17,1.92,12.1
"966","Anivia","MID","Good",56.22,5.68,51.8,84.64,3.79,4.21,2.74,12.1
"967","Anivia","SUPPORT","Weak",34.61,2.74,47.4,10.84,0.41,4.09,2.27,12.1
"968","Annie","MID","Fair",43.26,-0.26,49.82,83.86,1.73,0.65,2.36,12.1
"969","Annie","SUPPORT","Weak",37.49,10.56,49.45,10.13,0.2,0.65,2.19,12.1
"970","Aphelios","ADC","Bad",30.76,-5.09,45.96,96.96,5.67,0.9,1.96,12.1
"971","Ashe","ADC","Good",53.6,7.09,51.85,75.52,7.15,1.09,2.46,12.1
"972","Ashe","SUPPORT","Weak",38.59,-0.6,47.36,20.85,1.94,1.09,2.4,12.1
"973","Aurelion Sol","MID","Fair",41.85,2.32,49.61,87.62,1.24,0.41,2.49,12.1
"974","Azir","MID","Fair",43.3,5.62,48.34,86.67,2.68,0.54,2.3,12.1
"975","Bard","SUPPORT","Good",51.39,2.57,50.81,97.04,3.66,0.5,3.07,12.1
"976","Blitzcrank","SUPPORT","Good",58,-5.13,50.82,98.14,6.42,15.65,2.44,12.1
"977","Brand","SUPPORT","Good",48.33,4.04,51.17,67.1,3.78,5.14,1.93,12.1
"978","Brand","MID","Good",47.54,7.05,53.43,20.78,1.11,5.58,2.18,12.1
"979","Braum","SUPPORT","Good",47.79,4.02,50.74,98.59,2.46,0.33,2.9,12.1
"980","Caitlyn","ADC","Fair",45.09,-3.74,46.65,96.4,8.47,5.85,2.18,12.1
"981","Camille","TOP","Strong",63.83,3.45,47.97,94.89,6.2,3.8,1.9,12.1
"982","Cassiopeia","MID","Fair",45.8,1.57,50.18,74.8,2.52,1.72,2.17,12.1
"983","Cassiopeia","TOP","Bad",33.14,5.06,50.42,15.96,0.5,1.66,1.88,12.1
"984","Cho'Gath","TOP","Fair",43.26,-8.74,49.14,67.17,2.45,0.86,2.03,12.1
"985","Cho'Gath","MID","Fair",40.1,-5.43,50.29,18.89,0.62,0.92,2.28,12.1
"986","Corki","MID","Fair",42.25,5.54,49.03,90.05,1.92,0.46,2.34,12.1
"987","Darius","TOP","God",92.94,7.34,51.37,93.11,8.2,17.63,1.9,12.1
"988","Diana","JUNGLE","Strong",66.69,-8.3,50.82,83.33,8,8.76,2.5,12.1
"989","Diana","MID","Fair",45.4,0.42,51.79,15.06,1.43,8.76,2.13,12.1
"990","Dr. Mundo","TOP","Good",50.26,3.72,51.8,85.13,2.31,1.36,2.3,12.1
"991","Draven","ADC","Fair",40.93,-0.94,49.8,94.66,5.11,9.61,2.11,12.1
"992","Ekko","JUNGLE","Good",54.85,0.2,51.81,65.95,4.51,3.13,2.83,12.1
"993","Ekko","MID","Fair",43.2,-2.81,49.05,31.92,2.2,3.16,2.29,12.1
"994","Elise","JUNGLE","Bad",29.66,-4.24,46.42,92.44,1.32,0.77,2.51,12.1
"995","Evelynn","JUNGLE","Weak",36.93,-3.9,46.08,98.54,2.78,5.01,2.86,12.1
"996","Ezreal","ADC","God",90.21,0.99,48.79,95.83,19.4,5.62,2.48,12.1
"997","Fiddlesticks","JUNGLE","Fair",45.29,-2.62,50.96,89.64,2.86,1.93,2.59,12.1
"998","Fiora","TOP","God",87.89,13.04,52.84,97.07,7.02,17.62,1.81,12.1
"999","Fizz","MID","Good",51.02,-3.61,50.53,94.32,3.28,5.18,2.5,12.1
"1000","Galio","MID","Good",48.58,1.47,50.72,77.97,2.4,0.42,2.65,12.1
"1001","Galio","SUPPORT","Weak",36.78,2.73,48.33,19.5,0.56,0.42,2.32,12.1
"1002","Gangplank","TOP","God",88.86,-0.08,48.77,81,8.54,14.4,2.08,12.1
"1003","Gangplank","MID","Fair",40.67,2.11,47.57,19.21,2.01,14.3,2.3,12.1
"1004","Garen","TOP","Strong",69.9,-3.56,50.86,85.89,5.99,3.1,2.05,12.1
"1005","Gnar","TOP","Good",47.9,1.95,49.34,96.4,3.18,0.64,2,12.1
"1006","Gragas","MID","Fair",41.37,2.41,50.87,13.23,0.34,0.23,2.51,12.1
"1007","Gragas","TOP","Weak",34.12,-2.65,47.97,50.77,1.38,0.25,2.05,12.1
"1008","Gragas","SUPPORT","Bad",31.02,1.38,45.65,15.35,0.38,0.23,2.18,12.1
"1009","Gragas","JUNGLE","Bad",28.7,-0.12,46.95,22.93,0.56,0.23,2.67,12.1
"1010","Graves","JUNGLE","God",78.1,-12.23,49.37,78.19,10.68,12.97,2.56,12.1
"1011","Graves","TOP","Weak",38.4,-9.55,48.12,15.57,2,12.97,1.79,12.1
"1012","Gwen","TOP","God",75.22,22.73,49.93,77.81,7.31,4.8,1.79,12.1
"1013","Gwen","JUNGLE","Weak",38.25,4.44,50.15,17.42,1.58,4.8,2.46,12.1
"1014","Hecarim","JUNGLE","Fair",44.23,-3.87,48.76,96.57,3.41,2.48,2.8,12.1
"1015","Heimerdinger","MID","Fair",41.31,-0.72,51.19,43.37,0.86,0.98,2,12.1
"1016","Heimerdinger","ADC","Bad",23.42,-9.47,49.84,13.56,0.22,0.87,2.15,12.1
"1017","Heimerdinger","TOP","Bad",23.3,-6.84,46.67,32.61,0.61,0.98,1.58,12.1
"1018","Illaoi","TOP","Fair",43.78,-0.06,49.88,94.26,2.81,4.41,1.42,12.1
"1019","Irelia","TOP","Strong",62.84,-7.56,49.08,52.07,5.07,19.45,1.53,12.1
"1020","Irelia","MID","Good",48.67,-4.25,48.12,46.01,4.29,19.45,1.69,12.1
"1021","Ivern","JUNGLE","Weak",37.37,4.84,48.54,80.82,1.12,0.4,3.29,12.1
"1022","Ivern","SUPPORT","Bad",33.36,10.81,46.18,11.07,0.15,0.4,2.67,12.1
"1023","Janna","SUPPORT","Strong",62.27,3.9,53.81,98.27,5.47,1.11,3.38,12.1
"1024","Jarvan IV","JUNGLE","Fair",42.38,-0.4,48.48,89.64,2.67,0.36,3.14,12.1
"1025","Jax","TOP","Strong",69.26,-2.76,49.52,83.9,6.3,10.48,1.63,12.1
"1026","Jax","JUNGLE","Weak",37.39,1.45,51.42,15.36,1.16,9.45,2.12,12.1
"1027","Jayce","TOP","Fair",43.72,0.28,49.12,80.42,2.81,0.53,1.8,12.1
"1028","Jayce","MID","Fair",40.15,3.9,50.82,17.42,0.55,0.52,2.13,12.1
"1029","Jhin","ADC","God",89.73,5.83,51.59,97.46,16.4,4.18,3.03,12.1
"1030","Jinx","ADC","Good",58.65,6.73,50.23,98.74,10.16,1.99,2.27,12.1
"1031","Kai'Sa","ADC","God",89.01,18.42,49.49,96.77,19.08,3.15,2.48,12.1
"1032","Kalista","ADC","Weak",36.17,-2.14,49.06,90.52,4.11,1.93,2.35,12.1
"1033","Karma","SUPPORT","Good",55.95,-8.67,48.25,82.3,7.89,3.65,2.75,12.1
"1034","Karma","MID","Fair",41.05,-4.53,48.2,11.01,1.13,3.65,2.93,12.1
"1035","Karthus","JUNGLE","Fair",41.23,-4.29,48.35,68.61,3.01,7.12,2.53,12.1
"1036","Karthus","ADC","Weak",34.73,-3.34,53.5,14.3,0.61,6.08,2.29,12.1
"1037","Karthus","MID","Bad",31.89,-11.45,46.28,12.61,0.48,5.18,2.25,12.1
"1038","Kassadin","MID","Good",53.37,-0.21,50.22,95.75,3.98,9.58,2.45,12.1
"1039","Katarina","MID","Strong",65.71,-12.73,47.79,94.78,8.46,14.19,2.27,12.1
"1040","Kayle","TOP","God",87.8,18.57,52.03,74.25,8.03,10.07,1.87,12.1
"1041","Kayle","MID","Good",56.12,8.58,54.78,23.91,2.6,10.07,2.25,12.1
"1042","Kayn","JUNGLE","God",75.28,-0.95,50.45,96.67,10.02,11.61,2.44,12.1
"1043","Kennen","MID","Fair",39.88,-4.14,50.25,19.39,0.37,0.5,2.42,12.1
"1044","Kennen","TOP","Bad",30.47,-9.71,45.99,76.11,1.62,0.51,1.95,12.1
"1045","Kha'Zix","JUNGLE","Good",59.35,-11.4,50.53,98.05,6.36,6.42,2.63,12.1
"1046","Kindred","JUNGLE","Good",55.16,7.48,51.88,94.56,5.2,3.97,2.3,12.1
"1047","Kled","TOP","Weak",39.17,-10.23,49.12,86.8,1.6,0.84,2.2,12.1
"1048","Kog'Maw","ADC","Strong",60.22,18.73,54.22,93.67,7.28,5.15,2.34,12.1
"1049","LeBlanc","MID","Fair",44.34,-4.98,46.09,93.39,3.23,6.35,2.9,12.1
"1050","Lee Sin","JUNGLE","Strong",63.59,-8.48,44.98,93.58,10.14,7.55,2.56,12.1
"1051","Leona","SUPPORT","Good",53.34,-6.88,49.02,98.26,6.64,8.12,2.32,12.1
"1052","Lillia","JUNGLE","Strong",67.78,15.75,53.83,81.98,6.51,3.81,2.98,12.1
"1053","Lillia","TOP","Fair",46.48,5.14,53.05,15,1.22,3.53,2.29,12.1
"1054","Lissandra","MID","Fair",42.23,-6.23,47.79,90.72,2.52,0.82,2.4,12.1
"1055","Lucian","ADC","God",77.18,-9.83,50.52,87.47,12.92,16.49,2.37,12.1
"1056","Lulu","SUPPORT","God",73.01,1.4,49.81,96.03,11.19,17.34,3.11,12.1
"1057","Lux","MID","Strong",62.23,1.95,52.1,35.36,4.7,9.03,2.97,12.1
"1058","Lux","SUPPORT","Strong",60.96,-7.99,48.59,60.44,9.23,9.03,2.48,12.1
"1059","Malphite","TOP","Strong",60.4,2.93,51.99,73.57,3.58,3.57,2.5,12.1
"1060","Malphite","MID","Fair",39.41,-0.4,49.4,12.13,0.61,3.6,2.48,12.1
"1061","Malphite","SUPPORT","Weak",34.42,5.89,47.16,13.87,0.74,3.64,2.13,12.1
"1062","Malzahar","MID","Good",50.73,0.57,50.72,90.2,3.53,3.24,2.24,12.1
"1063","Maokai","SUPPORT","Fair",41.41,1.09,50.29,71.61,1.24,0.14,2.2,12.1
"1064","Maokai","TOP","Bad",33.07,-1.45,49.99,20.86,0.38,0.14,2.12,12.1
"1065","Master Yi","JUNGLE","Strong",65.41,3.19,50.22,93.15,7.09,17.45,2.05,12.1
"1066","Miss Fortune","ADC","Strong",60.2,1.3,51.29,91.85,9.5,2.87,2.35,12.1
"1067","Mordekaiser","TOP","God",84.67,1.23,51.54,78.02,7.58,9.24,1.96,12.1
"1068","Mordekaiser","JUNGLE","Good",49.92,11.8,55.7,15.24,1.56,9.99,2.49,12.1
"1069","Morgana","SUPPORT","Strong",61.19,-0.33,50.63,85.5,6.62,22.25,2.56,12.1
"1070","Nami","SUPPORT","God",72.9,-13.83,51.4,99.64,11.4,6.35,3.3,12.1
"1071","Nasus","TOP","Strong",59.64,8.86,51.97,78.03,4.04,3.64,1.95,12.1
"1072","Nautilus","SUPPORT","Strong",66.97,-10.75,49.47,97.27,10.58,17.19,2.32,12.1
"1073","Neeko","MID","Good",47.74,-2.15,52.13,59.13,1.7,0.55,2.39,12.1
"1074","Neeko","SUPPORT","Fair",41.19,7.53,50.91,24.6,0.75,0.61,2.14,12.1
"1075","Neeko","TOP","Bad",33.79,8.15,50.98,10.92,0.25,0.54,2.02,12.1
"1076","Nidalee","JUNGLE","Fair",39.7,-10.62,45.89,89.63,3.69,2.95,2.81,12.1
"1077","Nocturne","JUNGLE","Good",55.45,-6.02,52.31,95.77,4.52,4.8,2.66,12.1
"1078","Nunu","JUNGLE","Fair",42.03,-2.87,49.35,89.53,2.66,0.9,2.75,12.1
"1079","Olaf","TOP","Strong",71.2,8.3,52.76,63.64,5.27,12.11,1.8,12.1
"1080","Olaf","JUNGLE","Weak",37.25,-17.36,47.49,34.02,2.77,12.11,2.23,12.1
"1081","Orianna","MID","Good",54.47,12.69,52.14,92.54,3.05,0.19,2.87,12.1
"1082","Ornn","TOP","Strong",64.97,5.27,50.54,92.29,5.15,1.02,2.32,12.1
"1083","Pantheon","MID","Fair",44.01,-2.07,51.1,24.96,1.28,1.26,2.3,12.1
"1084","Pantheon","SUPPORT","Weak",35.97,-1.05,46.61,47.83,2.24,1.18,1.9,12.1
"1085","Pantheon","TOP","Weak",35.67,-3.73,49.83,21.65,0.96,1.26,2.03,12.1
"1086","Poppy","JUNGLE","Weak",36.32,0.11,48.1,55.8,2.18,1.68,2.49,12.1
"1087","Poppy","TOP","Weak",34.47,-6.51,48.25,33.52,1.24,1.68,2.12,12.1
"1088","Pyke","SUPPORT","Strong",60.82,-10.53,48.86,93.9,8.56,19.06,2.29,12.1
"1089","Qiyana","MID","Fair",39.94,-9.2,46.5,64.23,2.93,4.1,2.09,12.1
"1090","Qiyana","JUNGLE","Weak",38.68,7.33,50.88,30.8,1.28,3.69,2.51,12.1
"1091","Quinn","TOP","Weak",38.02,-6.36,50.01,79.98,1.41,0.93,1.92,12.1
"1092","Rakan","SUPPORT","Fair",43.85,-6.2,46.81,98.31,4.05,0.26,2.77,12.1
"1093","Rammus","JUNGLE","Fair",42.08,-2.51,48.8,94.83,2.64,4.32,2.91,12.1
"1094","Rek'Sai","JUNGLE","Fair",43.63,-1.52,50.35,96.8,2.84,2.86,2.5,12.1
"1095","Rell","SUPPORT","Fair",44.19,2.48,50.53,98.51,1.88,0.34,2.42,12.1
"1096","Renata Glasc","SUPPORT","Strong",64.88,-0.42,52.67,98.98,7.72,7.08,2.93,12.1
"1097","Renekton","MID","Fair",43.09,0.9,52.57,14.26,0.46,1.97,2.09,12.1
"1098","Renekton","TOP","Fair",40.83,-12.58,46.85,82.69,3.07,1.93,1.85,12.1
"1099","Rengar","JUNGLE","Good",52.63,-7.37,50.14,78.67,4.74,13.34,2.42,12.1
"1100","Rengar","TOP","Fair",46.18,4.82,53.39,18.13,1.19,13.34,2.02,12.1
"1101","Riven","TOP","Good",53.35,-15.05,47.23,89.49,4.91,3.65,1.81,12.1
"1102","Rumble","MID","Fair",42.97,-4.65,50.95,29.08,0.66,0.37,2.59,12.1
"1103","Rumble","TOP","Weak",35.53,0.77,48.21,55.79,1.37,0.51,2.18,12.1
"1104","Rumble","JUNGLE","Bad",24.85,4.29,45.82,10.82,0.26,0.4,2.59,12.1
"1105","Ryze","MID","Bad",27.4,0.42,42.99,81.67,1.33,0.12,2.06,12.1
"1106","Ryze","TOP","Bad",21.34,6.87,46.16,15.86,0.26,0.12,1.78,12.1
"1107","Samira","ADC","Strong",70.42,-3.18,48.89,95.54,11.64,22.08,2.21,12.1
"1108","Sejuani","JUNGLE","Fair",40.74,-7.02,48.48,74.89,2.29,0.39,3.11,12.1
"1109","Sejuani","TOP","Bad",33.04,2.5,49.06,20.61,0.56,0.39,2.26,12.1
"1110","Senna","SUPPORT","God",94.37,4.98,52.62,93.66,17.09,19.89,2.78,12.1
"1111","Seraphine","SUPPORT","Good",50.04,6.05,50.17,65.08,4.28,0.96,2.65,12.1
"1112","Seraphine","MID","Good",48.47,7.3,52.05,16.91,1.1,1.01,2.99,12.1
"1113","Seraphine","ADC","Fair",41,-1.7,53.2,17.6,1.11,0.96,3.04,12.1
"1114","Sett","TOP","God",74.12,4.04,51.79,79.07,6.44,5.44,1.76,12.1
"1115","Shaco","JUNGLE","Good",59.07,1.2,50.99,82.3,5.13,15.6,2.81,12.1
"1116","Shaco","SUPPORT","Weak",37.96,1.48,47.96,12.97,0.93,17.7,2.44,12.1
"1117","Shen","TOP","Strong",64.17,-3.16,51.81,85.07,3.84,0.87,2.96,12.1
"1118","Shen","SUPPORT","Weak",35.12,-1.61,46.8,10.52,0.45,0.88,2.65,12.1
"1119","Shyvana","JUNGLE","Strong",61.14,10.88,53.84,86.24,4.94,2.73,2.93,12.1
"1120","Shyvana","TOP","Weak",35.44,0.52,50.33,11.9,0.67,2.73,2.08,12.1
"1121","Singed","TOP","Good",51.6,7.14,52.95,67.02,2.24,0.82,2.2,12.1
"1122","Singed","MID","Good",51.04,3,54.62,21.96,0.58,0.82,2.86,12.1
"1123","Sion","TOP","Good",47.4,-5.56,47.46,80.13,4.26,1.91,1.54,12.1
"1124","Sivir","ADC","Weak",35.09,-5.2,50.18,95.42,2.86,0.65,2.43,12.1
"1125","Skarner","JUNGLE","Weak",38.32,1.58,50.41,74.06,1.02,0.24,2.83,12.1
"1126","Skarner","TOP","Bad",29.53,-8.97,48.15,23.25,0.27,0.21,2.31,12.1
"1127","Sona","SUPPORT","Good",56.74,1.05,52.72,97.54,4.57,0.63,3.02,12.1
"1128","Soraka","SUPPORT","Good",57.18,-6.35,50.76,94.02,6.32,4.94,2.84,12.1
"1129","Swain","MID","Good",57.09,5.87,53.24,30.12,3.36,8.52,2.55,12.1
"1130","Swain","TOP","Good",49.63,2.79,51.35,21.34,2.4,8.52,2.11,12.1
"1131","Swain","SUPPORT","Good",49.15,-1.98,49.58,34.82,4.29,8.52,2.47,12.1
"1132","Swain","ADC","Fair",45.98,-5.44,55.33,13.6,1.37,8.82,2.85,12.1
"1133","Sylas","MID","Strong",59.46,-3.98,49.72,83.05,6.76,4.39,2.11,12.1
"1134","Sylas","TOP","Bad",31.06,-2.34,48.57,11.15,0.91,4.4,1.79,12.1
"1135","Syndra","MID","Fair",44.34,1.56,49.66,85.76,2.29,0.7,2.26,12.1
"1136","Tahm Kench","TOP","Fair",39.58,-7.69,46.99,46.99,2.34,2.78,2.26,12.1
"1137","Tahm Kench","SUPPORT","Weak",37.89,5.09,48.18,26.34,1.2,2.64,2.27,12.1
"1138","Tahm Kench","ADC","Weak",35.22,-16.18,51.62,27.4,1.12,2.51,2.76,12.1
"1139","Taliyah","MID","God",75.41,3.48,54.2,53.42,6.3,22.86,2.42,12.1
"1140","Taliyah","JUNGLE","Strong",62.46,7.64,52.5,38.69,4.54,22.86,2.67,12.1
"1141","Talon","JUNGLE","Good",49.69,-1.07,49.59,58.47,4.7,4.81,2.48,12.1
"1142","Talon","MID","Good",47.69,-2.59,50.2,38.06,2.93,4.81,2.2,12.1
"1143","Taric","SUPPORT","Weak",33.92,-9.95,45.77,86.88,1.08,0.12,2.45,12.1
"1144","Teemo","TOP","Strong",62.97,0.58,52.09,77.7,4.37,7.15,1.84,12.1
"1145","Thresh","SUPPORT","Good",54.36,-5.95,47.77,97.87,7.99,2.22,2.61,12.1
"1146","Tristana","ADC","Good",53.89,0.22,50.72,84.02,8.02,4.18,2.34,12.1
"1147","Tristana","MID","Fair",44.1,2.78,51.78,12.95,1.06,4.18,2.18,12.1
"1148","Trundle","JUNGLE","Good",50.01,6.83,52.72,73.24,3,2.29,2.7,12.1
"1149","Trundle","TOP","Fair",40.25,3.54,52.58,23.15,1.01,2.39,1.75,12.1
"1150","Tryndamere","TOP","Weak",39.06,-10.91,47.92,82.5,2.48,7.33,1.65,12.1
"1151","Twisted Fate","MID","Good",47.38,6.26,48.52,91.63,3.62,0.23,2.44,12.1
"1152","Twitch","ADC","Good",56.98,5.64,51.27,80.37,8.3,5.8,2.41,12.1
"1153","Udyr","JUNGLE","Weak",35.57,-1.85,48.08,93.18,1.98,0.57,2.52,12.1
"1154","Urgot","TOP","Good",52.87,-0.06,52.51,91.55,2.81,1.7,1.99,12.1
"1155","Varus","MID","Weak",38.72,0,50.32,10.46,0.33,0.23,2.18,12.1
"1156","Varus","ADC","Bad",33.83,4.32,49.95,87.79,2.81,0.23,2.37,12.1
"1157","Vayne","ADC","God",84.73,29.92,51.11,83.09,13.52,24.45,2.14,12.1
"1158","Vayne","TOP","Fair",42.46,3.39,49.03,14.46,2.16,24.45,1.62,12.1
"1159","Veigar","MID","Strong",69.44,7.26,53.21,75.32,7.06,6.86,2.45,12.1
"1160","Veigar","ADC","Bad",33.14,-7.87,51.05,15.92,1.37,6.86,2.51,12.1
"1161","Vel'Koz","MID","Good",47.44,6.18,51.36,42.52,1.51,0.59,2.77,12.1
"1162","Vel'Koz","SUPPORT","Fair",45.88,3.77,51.5,51.98,2.01,0.59,2.33,12.1
"1163","Vex","MID","Good",54.26,-4.96,50.61,91.27,4.15,7.33,2.45,12.1
"1164","Vi","JUNGLE","Good",55.66,9.13,54.11,91.82,3.97,1.25,2.55,12.1
"1165","Viego","JUNGLE","God",90.49,-1.3,50.78,93.99,13.51,10.31,2.5,12.1
"1166","Viktor","MID","Strong",61.65,7.34,50.46,93.1,6.67,2.76,2.41,12.1
"1167","Vladimir","MID","Good",47.76,-7.29,46.52,69.51,4.66,8.55,2.29,12.1
"1168","Vladimir","TOP","Weak",35.77,-2.26,47.38,28.46,1.78,8.55,1.98,12.1
"1169","Volibear","JUNGLE","Strong",60.7,-1.98,51.41,63.51,5.91,6.43,2.88,12.1
"1170","Volibear","TOP","Fair",40.08,-10.73,46.4,34.15,3.22,6.43,1.6,12.1
"1171","Warwick","JUNGLE","Good",54.8,3.23,52.05,78.18,4.95,4.59,2.27,12.1
"1172","Warwick","TOP","Weak",34.3,-4.28,49.54,24.38,1.03,4.55,1.83,12.1
"1173","Wukong","JUNGLE","God",91.39,23.98,53.73,74.7,10.64,16.61,2.92,12.1
"1174","Wukong","TOP","Strong",59.97,3.54,52.93,20.69,2.97,16.61,2.21,12.1
"1175","Xayah","ADC","Fair",42.76,4.1,49.07,98.1,6.06,1.18,2.39,12.1
"1176","Xerath","MID","Good",54.21,-1.4,50.97,42.07,2.82,4.29,3.37,12.1
"1177","Xerath","SUPPORT","Good",52.54,-1.46,51.87,53.24,3.72,4.29,2.76,12.1
"1178","Xin Zhao","JUNGLE","Bad",33.84,-3.37,47.66,87.66,2.18,0.87,2.21,12.1
"1179","Yasuo","MID","God",88.69,0.9,50.1,69.77,12.03,24.14,1.77,12.1
"1180","Yasuo","TOP","Fair",43.52,-1.47,48.31,14.81,2.53,25.37,1.49,12.1
"1181","Yasuo","ADC","Bad",23.22,-19.78,46.25,14.91,2.52,24.14,1.88,12.1
"1182","Yone","MID","Strong",70.88,4.77,49.45,62.22,9.24,15.3,1.9,12.1
"1183","Yone","TOP","Strong",63.25,5.02,50.39,33.84,4.79,15.3,1.71,12.1
"1184","Yorick","TOP","Fair",39.75,-7.3,48.82,92.4,2.53,3.33,1.49,12.1
"1185","Yuumi","SUPPORT","God",76.83,-18.14,48.13,98.53,10.92,25.91,4.17,12.1
"1186","Zac","JUNGLE","Good",54.87,0.4,50.7,83.5,4.14,3,3.5,12.1
"1187","Zed","MID","Strong",71.39,-9.45,49.47,71.34,7.13,31.39,2.27,12.1
"1188","Zed","JUNGLE","Fair",41.56,-0.73,48.63,24.58,2.13,31.39,2.63,12.1
"1189","Zeri","ADC","Bad",26.06,-3.08,45.56,91.54,4.07,2.28,2.14,12.1
"1190","Ziggs","MID","Good",46.62,6.12,52.47,37.22,0.95,0.36,2.54,12.1
"1191","Ziggs","ADC","Bad",27.77,-6.31,49.1,53.14,1.37,0.36,2.47,12.1
"1192","Zilean","SUPPORT","Good",54.52,5.03,52.32,78.29,3.35,2.06,3.32,12.1
"1193","Zilean","MID","Good",54.46,1.37,53.84,19.48,0.78,1.74,3.75,12.1
"1194","Zoe","MID","Good",49.21,-5.92,47.69,92.68,4.46,1.86,2.52,12.1
"1195","Aatrox","TOP","God",69.81,3.64,49.21,92.95,7.22,5.42,1.97,12.11
"1196","Ahri","MID","God",77.89,-1.57,50.44,95.06,10.09,9.11,2.63,12.11
"1197","Akali","MID","Strong",57.72,1.68,47.85,67.77,6.23,11.83,2.36,12.11
"1198","Akali","TOP","Fair",43.82,-0.9,47.21,31.3,2.78,11.83,2.05,12.11
"1199","Akshan","MID","Fair",48.13,0.58,50.03,60.46,2.89,7.64,2.23,12.11
"1200","Akshan","TOP","Weak",39.74,-3.89,48.98,31.6,1.64,7.64,1.92,12.11
"1201","Alistar","SUPPORT","Fair",43.49,1.16,49.4,96.26,2.66,0.64,2.45,12.11
"1202","Amumu","JUNGLE","Fair",43.64,4.15,49.3,85.11,2.23,0.96,2.56,12.11
"1203","Amumu","SUPPORT","Bad",35.43,0.22,49.24,12.62,0.26,0.96,2,12.11
"1204","Anivia","MID","Good",52.6,-3.62,51.38,81.18,2.87,3.69,2.65,12.11
"1205","Anivia","SUPPORT","Bad",32.29,-2.32,46.94,12.35,0.37,3.62,2.16,12.11
"1206","Annie","MID","Weak",40.98,-2.28,48.83,82.75,1.6,0.61,2.32,12.11
"1207","Annie","SUPPORT","Bad",29.18,-8.31,45.68,10.4,0.2,0.65,2.04,12.11
"1208","Aphelios","ADC","Weak",37.39,6.63,47.44,97.17,5.88,0.97,1.99,12.11
"1209","Ashe","SUPPORT","Good",53.46,14.88,49.05,46.67,6.65,2.97,2.47,12.11
"1210","Ashe","ADC","Good",48.98,-4.63,50.07,50.52,7.16,2.97,2.42,12.11
"1211","Aurelion Sol","MID","Weak",41.87,0.02,49.89,87,0.97,0.35,2.48,12.11
"1212","Azir","MID","Weak",40.93,-2.37,47.23,87.34,2.81,0.62,2.14,12.11
"1213","Bard","SUPPORT","Good",49.59,-1.8,50.67,96.54,3.32,0.65,3.04,12.11
"1214","Bel'Veth","JUNGLE","God",91.42,0,50.2,88.26,18.99,33.91,2.27,12.11
"1215","Blitzcrank","SUPPORT","Good",54.59,-3.42,49.89,98.32,5.76,13.76,2.45,12.11
"1216","Brand","SUPPORT","Good",48.13,-0.2,51.14,68.11,3.82,5.64,1.91,12.11
"1217","Brand","MID","Fair",42.28,-5.26,50.65,21.23,1.13,6.19,2.1,12.11
"1218","Braum","SUPPORT","Fair",45.35,-2.44,50.53,97.54,2.02,0.35,2.86,12.11
"1219","Caitlyn","ADC","Good",50.62,5.53,47.35,96.72,9.83,5.59,2.18,12.11
"1220","Camille","TOP","Strong",57.6,-6.23,50.01,94.57,4.73,2.8,1.97,12.11
